rank,mark,athlete,country,date_of_birth,race_position,venue,result_date
194,3:57.09,Laura Muir,GBR,09.05.93,2,Firenze,02.06.2023
195,3:57.10,Sifan Hassan,NED,01.01.93,1,Paris,01.07.2017
196,3:57.11,Svetlana Masterkova,RUS,17.01.68,2,Monaco,08.08.1998
197,3:57.12,Mary Slaney,USA,04.08.58,1,Stockholm,26.07.1983
198,3:57.13,Sifan Hassan,NED,01.01.93,3,Saint-Denis,27.08.2016
199,3:57.15,Lang Yinglai,CHN,22.08.79,1h1,Shanghai,17.10.1997
199,3:57.15,Sarah Healy,IRL,13.02.01,2,Paris,20.06.2025
201,3:57.20,Sarah Healy,IRL,13.02.01,6,Eugene,05.07.2025
202,3:57.22,Maricica Puica,ROU,29.07.50,1,Bucuresti,01.07.1984
202,3:57.22,Jennifer Simpson,USA,23.08.86,2,Saint-Denis,05.07.2014
202,3:57.22,Sifan Hassan,NED,01.01.93,2,Bruxelles,01.09.2017
202,3:57.22,Jessica Hull,AUS,22.10.96,4,Paris,28.06.2026
206,3:57.24,Mary Slaney,USA,04.08.58,1,Bruxelles,30.08.1985
207,3:57.26,Susan Ejore-Sanders,KEN,09.11.95,6,Paris,07.07.2024
207,3:57.26,Freweyni Hailu,ETH,12.02.01,4,Bruxelles,14.09.2024
207,3:57.26,Abbey Caldwell,AUS,03.07.01,1,Xiamen,23.05.2026
210,3:57.27,Jiang Bo,CHN,13.03.77,2h1,Shanghai,17.10.1997
210,3:57.27,Linden Hall,AUS,20.06.91,5,Chorzów,16.07.2023
212,3:57.29,Yuliya Chizhenko,RUS,30.08.79,2,Rieti,27.08.2006
212,3:57.29,Jessica Hull,AUS,22.10.96,3,Firenze,02.06.2023
214,3:57.30,Jennifer Simpson,USA,23.08.86,4,Monaco,17.07.2015
214,3:57.30,Hirut Meshesha,ETH,20.01.01,1,Rabat,05.06.2022
216,3:57.31+,Genzebe Dibaba,ETH,08.02.91,1,Rovereto,06.09.2016
216,3:57.31,Weronika Lizakowska,POL,02.11.98,7s2,Saint-Denis,08.08.2024
218,3:57.33,Freweyni Hailu,ETH,12.02.01,1,Hengelo,08.06.2021
218,3:57.33,Freweyni Hailu,ETH,12.02.01,6,Tokyo,16.09.2025
220,3:57.34,Shelby Houlihan,USA,08.02.93,1,Lausanne,05.07.2018
221,3:57.35,Nelly Chepchirchir,KEN,04.06.03,3,Bruxelles,22.08.2025
222,3:57.38,Diribe Welteji,ETH,13.05.02,1,Ostrava,27.06.2023
223,3:57.4,Totka Petrova,BUL,17.12.56,1,Athínai,11.08.1979
223,3:57.4,Yekaterina Podkopayeva,RUS,11.06.52,5,Moskva,06.07.1980
223,3:57.40,Suzy Favor Hamilton,USA,08.08.68,1,Oslo,28.07.2000
223,3:57.40,Gudaf Tsegay,ETH,23.06.97,3,Rabat,16.06.2019
223,3:57.40,Laura Muir,GBR,09.05.93,1,Berlin,13.09.2020
228,3:57.41,Jackline Maranga,KEN,16.12.77,3,Monaco,08.08.1998
228,3:57.41+,Sifan Hassan,NED,01.01.93,1,London,22.07.2018
230,3:57.44,Cory McGee,USA,29.05.92,5,Eugene,30.06.2024
230,3:57.44,Linden Hall,AUS,20.06.91,3,Zürich,28.08.2025
232,3:57.46,Zhang Linli,CHN,06.03.73,3,Beijing,11.09.1993
232,3:57.46,Sarah Healy,IRL,13.02.01,7,Paris,07.07.2024
234,3:57.48,Maricica Puica,ROU,29.07.50,1,Bucuresti,31.07.1982
235,3:57.49,Laura Muir,GBR,09.05.93,1,London,22.07.2016
236,3:57.50,Tatyana Tomashova,RUS,01.07.75,3,Rieti,27.08.2006
236,3:57.50,Birke Haylom,ETH,06.01.06,3,Paris,20.06.2025
238,3:57.51,Faith Kipyegon,KEN,10.01.94,2,Paris,01.07.2017
239,3:57.52,Elinor St. Pierre,USA,20.02.95,8,Saint-Denis,10.08.2024
240,3:57.53,Hirut Meshesha,ETH,20.01.01,7,Eugene,16.09.2023
241,3:57.54,Genzebe Dibaba,ETH,08.02.91,3,Ad-Dawhah,10.05.2013
241,3:57.54,Freweyni Hailu,ETH,12.02.01,2s1,Tokyo,04.08.2021
243,3:57.56,Worknesh Mesele,ETH,10.06.01,4,Shaoxing,16.05.2026
244,3:57.57,Abeba Aregawi,SWE,05.07.90,2,Eugene,31.05.2014
244,3:57.57,Jessica Hull,AUS,22.10.96,8,Eugene,16.09.2023
246,3:57.59,Abbey Caldwell,AUS,03.07.01,5,Paris,28.06.2026
247,3:57.60,Freweyni Hailu,ETH,12.02.01,4,Tokyo,06.08.2021
248,3:57.61,Yuliya Chizhenko,RUS,30.08.79,2,Göteborg,13.08.2006
248,3:57.61,Worknesh Mesele,ETH,10.06.01,3,Xiamen,20.04.2024
248,3:57.61,Nelly Jepkosgei,BRN,14.07.91,6,Paris,28.06.2026
251,3:57.62,Diribe Welteji,ETH,13.05.02,4,Xiamen,20.04.2024
252,3:57.63,Linden Hall,AUS,20.06.91,4,Paris,20.06.2025
252,3:57.63,Laura Muir,GBR,09.05.93,4,Bruxelles,22.08.2025
254,3:57.64,Gudaf Tsegay,ETH,23.06.97,1,Stockholm,10.06.2018
255,3:57.65,Freweyni Hailu,ETH,12.02.01,2,Rabat,28.05.2023
256,3:57.66,Birke Haylom,ETH,06.01.06,3,Rabat,28.05.2023
257,3:57.70,Tatyana Pozdnyakova,UKR,04.03.56,2,Rieti,02.09.1984
258,3:57.71,Christiane Wartenberg,GDR,27.10.56,2,Moskva,01.08.1980
258,3:57.71,Carla Sacramento,POR,10.12.71,4,Monaco,08.08.1998
260,3:57.72,Galina Zakharova,RUS,07.09.56,1,Baku,14.09.1984
260,3:57.72,Süreyya Ayhan-Kop,TUR,06.09.78,1,Monaco,13.09.2003
260,3:57.72,Saron Berhe,ETH,22.08.07,7,Eugene,05.07.2025
263,3:57.73,Maricica Puica,ROU,29.07.50,2,Bruxelles,30.08.1985
263,3:57.73,Natalya Yevdokimova,RUS,17.03.78,2,Rieti,28.08.2005
265,3:57.74,Freweyni Hailu,ETH,12.02.01,8,Eugene,05.07.2025
265,3:57.74,Dorcus Ewoi,KEN,02.10.96,5,Shaoxing,16.05.2026
267,3:57.75,Süreyya Ayhan-Kop,TUR,06.09.78,1,Bruxelles,30.08.2002
267,3:57.75,Jessica Hull,AUS,22.10.96,4,Bruxelles,08.09.2023
267,3:57.75,Marta Pérez,ESP,19.04.93,8s2,Saint-Denis,08.08.2024
270,3:57.77,Liu Jing,CHN,03.02.71,7,Shanghai,18.10.1997
270,3:57.77,Genzebe Dibaba,ETH,08.02.91,1,Shanghai,19.05.2012
272,3:57.78,Olga Dvirna,RUS,11.02.53,1,Budapest,29.07.1981
272,3:57.78,Shannon Rowbury,USA,19.09.84,1,Zürich,01.09.2016
274,3:57.79,Heather MacLean,USA,31.08.95,8,Chorzów,16.08.2025
274,3:57.79,Birke Haylom,ETH,06.01.06,2,Xiamen,23.05.2026
276,3:57.80,Olga Dvirna,RUS,11.02.53,1,Athínai,11.09.1982
276,3:57.80,Sinclaire Johnson,USA,13.04.98,4,Zürich,28.08.2025
278,3:57.82,Maricica Puica,ROU,29.07.50,1,Tirrenia,25.08.1982
278,3:57.82+,Genzebe Dibaba,ETH,08.02.91,1,Lausanne,06.07.2017
278,3:57.82,Diribe Welteji,ETH,13.05.02,4,Bruxelles,02.09.2022
281,3:57.83,Qu Yunxia,CHN,25.12.72,8,Shanghai,18.10.1997
282,3:57.84,Diribe Welteji,ETH,13.05.02,1,Westwood,27.05.2023
283,3:57.85,Laura Muir,GBR,09.05.93,2,Zürich,01.09.2016
283,3:57.85,Jessica Hull,AUS,22.10.96,6s2,Budapest,20.08.2023
285,3:57.87,Laura Muir,GBR,09.05.93,1,Stockholm,23.08.2020
285,3:57.87,Hirut Meshesha,ETH,20.01.01,2,Ostrava,27.06.2023
285,3:57.87,Elise Cranny,USA,09.05.96,6,Eugene,30.06.2024
288,3:57.88,Freweyni Hailu,ETH,12.02.01,2,Chorzów,25.08.2024
289,3:57.89,Laura Muir,GBR,09.05.93,1,Stockholm,02.06.2024
290,3:57.90,Kelly Holmes,GBR,19.04.70,1,Athínai,28.08.2004
290,3:57.90,Nelly Chepchirchir,KEN,04.06.03,5,Budapest,22.08.2023
292,3:57.91,Emily MacKay,USA,30.04.98,9,Eugene,05.07.2025
292,3:57.91,Jessica Hull,AUS,22.10.96,6,Shaoxing,16.05.2026
294,3:57.92,Tatyana Dorovskikh,UKR,12.08.61,4,Barcelona,08.08.1992
294,3:57.92,Linden Hall,AUS,20.06.91,3,Xiamen,02.09.2023
296,3:57.95,Worknesh Mesele,ETH,10.06.01,5,Paris,20.06.2025
296,3:57.95,Sarah Healy,IRL,13.02.01,9,Chorzów,16.08.2025
296,3:57.95,Klaudia Kazimierska,POL,03.09.01,7,Tokyo,16.09.2025
299,3:58.00,Wang Junxia,CHN,09.01.73,1h,Jinan,02.06.1993
299,3:58.00,Shannon Rowbury,USA,19.09.84,4,Saint-Denis,27.08.2016
301,3:58.01,Faith Kipyegon,KEN,10.01.94,3,Eugene,31.05.2014
301,3:58.01,Melissa Courtney-Bryant,GBR,30.08.93,6,Chorzów,16.07.2023
303,3:58.02,Yuliya Chizhenko,RUS,30.08.79,2,Athínai,03.07.2006
304,3:58.03,Elinor St. Pierre,USA,20.02.95,1,Eugene,21.06.2021
304,3:58.03,Katie Snowden,GBR,09.03.94,5,Bruxelles,08.09.2023
306,3:58.04,Nelly Chepchirchir,KEN,04.06.03,1,Rabat,25.05.2025
307,3:58.05,Agathe Guillemot,FRA,11.07.99,8,Paris,07.07.2024
307,3:58.05,Nelly Chepchirchir,KEN,04.06.03,5,Bruxelles,14.09.2024
307,3:58.05,Susan Ejore-Sanders,KEN,09.11.95,10,Eugene,05.07.2025
310,3:58.06,Hirut Meshesha,ETH,20.01.01,6,Bruxelles,08.09.2023
310,3:58.06,Georgia Hunter Bell,GBR,17.10.93,6,Paris,20.06.2025
312,3:58.07,Kelly Holmes,GBR,19.04.70,1,Sheffield,29.06.1997
312,3:58.07+,Freweyni Hailu,ETH,12.02.01,2,Monaco,21.07.2023
314,3:58.08,Revee Walcott-Nolan,GBR,06.03.95,9s2,Saint-Denis,08.08.2024
315,3:58.09,Dawit Seyaum,ETH,27.07.96,5,Saint-Denis,27.08.2016
315,3:58.09+,Laura Muir,GBR,09.05.93,3,Monaco,21.07.2023
315,3:58.09,Melissa Courtney-Bryant,GBR,30.08.93,7,Bruxelles,08.09.2023
315,3:58.09,Sophie Malbranque,FRA,24.12.59,8,Tokyo,16.09.2025
315,3:58.09,Claudia Hollingsworth,AUS,12.04.05,1rA,Melbourne,05.03.2026
320,3:58.1,Doina Melinte,ROU,27.12.56,1,Bucuresti,09.06.1984
320,3:58.10,Dawit Seyaum,ETH,27.07.96,2,Eugene,28.05.2016
322,3:58.11,Sintayehu Vissa,ITA,29.07.96,10s2,Saint-Denis,08.08.2024
322,3:58.11,Georgia Hunter Bell,GBR,17.10.93,3,Chorzów,25.08.2024
324,3:58.12,Naomi Mugo,KEN,02.01.77,5,Monaco,08.08.1998
324,3:58.12,Tatyana Tomashova,RUS,01.07.75,2,Athínai,28.08.2004
324,3:58.12,Sifan Hassan,NED,01.01.93,1,Hengelo,04.06.2023
324,3:58.12,Sintayehu Vissa,ITA,29.07.96,6,Roma,30.08.2024
328,3:58.13,Katie Snowden,GBR,09.03.94,9,Paris,07.07.2024
328,3:58.13,Emily MacKay,USA,30.04.98,3,Xiamen,23.05.2026
330,3:58.14,Gudaf Tsegay,ETH,23.06.97,1,Zagreb,24.05.2025
331,3:58.15,Worknesh Mesele,ETH,10.06.01,7,Roma,30.08.2024
331,3:58.15,Nadia Battocletti,ITA,12.04.00,1,Rovereto,02.06.2025
333,3:58.17,Nadezhda Ralldugina,RUS,15.11.57,5r1,Kyiv,27.07.1982
334,3:58.18,Liu Dong,CHN,24.12.73,9,Shanghai,18.10.1997
334,3:58.18,Laura Muir,GBR,09.05.93,2,Lausanne,05.07.2018
334,3:58.18,Freweyni Hailu,ETH,12.02.01,2,Rabat,05.06.2022
334,3:58.18,Gudaf Tsegay,ETH,23.06.97,2,Chorzów,06.08.2022
334,3:58.18,Freweyni Hailu,ETH,12.02.01,5,Xiamen,20.04.2024
339,3:58.19,Jennifer Simpson,USA,23.08.86,6,Saint-Denis,27.08.2016
340,3:58.2,Natalia Marasescu,ROU,03.10.52,1,Bucuresti,13.07.1979
340,3:58.2,Natalia Marasescu,ROU,03.10.52,2,Athínai,11.08.1979
340,3:58.20,Anita Weyermann,SUI,08.12.77,6,Monaco,08.08.1998
340,3:58.20,Winny Chebet,KEN,20.12.90,7,Ad-Dawhah,05.10.2019
344,3:58.22,Yin Lili,CHN,11.11.79,3h1,Shanghai,17.10.1997
344,3:58.22+,Jessica Hull,AUS,22.10.96,4,Monaco,21.07.2023
344,3:58.22,Melissa Courtney-Bryant,GBR,30.08.93,4,Xiamen,02.09.2023
347,3:58.24,Laura Muir,GBR,09.05.93,1,Chorzów,06.09.2020
348,3:58.25,Laura Muir,GBR,09.05.93,1,London,20.07.2019
348,3:58.25,Georgia Griffith,AUS,05.12.96,1,Budapest,12.08.2025
348,3:58.25,Freweyni Hailu,ETH,12.02.01,1,Rabat,31.05.2026
351,3:58.26,Doina Melinte,ROU,27.12.56,1,Bucuresti,12.07.1984
352,3:58.28,Elvan Abeylegesse,TUR,11.09.82,1,Moskva,30.05.2004
352,3:58.28,Jennifer Simpson,USA,23.08.86,4,Eugene,31.05.2014
352,3:58.28,Gabriela DeBues-Stafford,CAN,13.09.95,3s1,Tokyo,04.08.2021
352,3:58.28+,Ciara Mageean,IRL,12.03.92,5,Monaco,21.07.2023
356,3:58.29,Maricica Puica,ROU,29.07.50,2,Budapest,29.07.1981
356,3:58.29,Violeta Szekely,ROU,26.03.65,1,Monaco,18.08.2000
356,3:58.29,Agathe Guillemot,FRA,11.07.99,5,Bruxelles,22.08.2025
359,3:58.3,Yekaterina Podkopayeva,RUS,11.06.52,1,Moskva,12.06.1980
360,3:58.31,Heather MacLean,USA,31.08.95,7,Eugene,30.06.2024
361,3:58.33,Faith Kipyegon,KEN,10.01.94,1,Zürich,09.09.2021
361,3:58.33,Sintayehu Vissa,ITA,29.07.96,1,Zagreb,08.09.2024
363,3:58.36,Elinor St. Pierre,USA,20.02.95,1rA,Walnut,09.05.2021
363,3:58.36,Jessica Hull,AUS,22.10.96,1,Philadelphia,31.05.2025
365,3:58.37,Tatyana Providokhina,RUS,26.03.53,1,Podolsk,22.08.1982
366,3:58.38,Suzy Favor Hamilton,USA,08.08.68,7,Monaco,08.08.1998
367,3:58.39,Maria Cioncan,ROU,19.06.77,3,Athínai,28.08.2004
367,3:58.39,Sifan Hassan,NED,01.01.93,3,Lausanne,05.07.2018
369,3:58.40,Ravilya Agletdinova,BLR,10.02.60,1,Moskva,18.08.1985
369,3:58.40,Georgia Griffith,AUS,05.12.96,6,Bruxelles,14.09.2024
371,3:58.42,Svetlana Masterkova,RUS,17.01.68,1,Roma,14.07.1998
371,3:58.42,Jennifer Simpson,USA,23.08.86,8,Ad-Dawhah,05.10.2019
371,3:58.42,Sarah Healy,IRL,13.02.01,8,Roma,30.08.2024
374,3:58.43,Kutre Dulecha,ETH,22.08.78,8,Monaco,08.08.1998
374,3:58.43,Süreyya Ayhan-Kop,TUR,06.09.78,1,Berlin,06.09.2002
374,3:58.43,Sifan Hassan,NED,01.01.93,3,Zürich,01.09.2016
377,3:58.44,Worknesh Mesele,ETH,10.06.01,2,Rabat,25.05.2025
377,3:58.44,Agathe Guillemot,FRA,11.07.99,7,Paris,20.06.2025
379,3:58.46A,Nelly Chepchirchir,KEN,04.06.03,2,Nairobi,15.06.2024
380,3:58.49,Laura Muir,GBR,09.05.93,1,Bruxelles,31.08.2018
381,3:58.5,Zamira Zaytseva,UZB,16.02.53,2,Moskva,12.06.1980
382,3:58.52,Tatyana Tomashova,RUS,01.07.75,1,Saint-Denis,31.08.2003
383,3:58.53,Laura Muir,GBR,09.05.93,2,Stockholm,10.06.2018
384,3:58.54,Jennifer Simpson,USA,23.08.86,4,Zürich,01.09.2016
384,3:58.54,Marta Pérez,ESP,19.04.93,9,Tokyo,16.09.2025
384,3:58.54,Emily MacKay,USA,30.04.98,7,Shaoxing,16.05.2026
387,3:58.55,Sifan Hassan,NED,01.01.93,2,Zürich,09.09.2021
388,3:58.56,Tatyana Dorovskikh,UKR,12.08.61,1,Roma,05.09.1987
389,3:58.57,Faith Kipyegon,KEN,10.01.94,1,Ad-Dawhah,05.05.2023
390,3:58.58,Helen Obiri,KEN,13.12.89,1,Eugene,01.06.2013
390,3:58.58,Laura Muir,GBR,09.05.93,6,Budapest,22.08.2023
392,3:58.59,Abeba Aregawi,ETH,05.07.90,1,Saint-Denis,06.07.2012
392,3:58.59,Freweyni Hailu,ETH,12.02.01,1,Bydgoszcz,20.06.2024
392,3:58.59,Birke Haylom,ETH,06.01.06,1,Moskva,05.06.2026
395,3:58.60,Olga Dvirna,RUS,11.02.53,1,Moskva,07.08.1981
395,3:58.60,Yelena Soboleva,RUS,03.10.82,1,Lausanne,11.07.2006
397,3:58.62,Gabriela DeBues-Stafford,CAN,13.09.95,3,Eugene,28.05.2022
398,3:58.63,Dawit Seyaum,ETH,27.07.96,5,Zürich,01.09.2016
398,3:58.63,Susan Ejore-Sanders,KEN,09.11.95,3,Westwood,18.05.2024
398,3:58.63,Georgia Hunter Bell,GBR,17.10.93,1,Roma,04.06.2026
401,3:58.64,Wang Renmei,CHN,05.07.70,4,Beijing,11.09.1993
401,3:58.64,Faith Kipyegon,KEN,10.01.94,1s1,Saint-Denis,08.08.2024
403,3:58.65,Gabriella Dorio,ITA,27.06.57,2,Tirrenia,25.08.1982
403,3:58.65,Jemma Reekie,GBR,06.03.98,7,Chorzów,16.07.2023
403,3:58.65,Susan Ejore-Sanders,KEN,09.11.95,8,Paris,20.06.2025
406,3:58.66,Laura Muir,GBR,09.05.93,5,Monaco,17.07.2015
407,3:58.67,Hildegard Körner,GDR,20.12.59,2,Roma,05.09.1987
408,3:58.68,Yuliya Chizhenko,RUS,30.08.79,1r3,Tula,13.07.2005
408,3:58.68,Revee Walcott-Nolan,GBR,06.03.95,9,Roma,30.08.2024
410,3:58.69,Doina Melinte,ROU,27.12.56,1,Villeneuve d'Ascq,29.06.1990
410,3:58.69,Ciara Mageean,IRL,12.03.92,10,Paris,07.07.2024
412,3:58.70,Zamira Zaytseva,UZB,16.02.53,2,Moskva,07.08.1981
412,3:58.70,Ravilya Agletdinova,BLR,10.02.60,2,Praha,18.08.1984
412,3:58.70,Linden Hall,AUS,20.06.91,2,Rovereto,02.06.2025
415,3:58.71,Natalia Marasescu,ROU,03.10.52,1,Moskva,29.07.1979
415,3:58.71,Lyubov Kremlyova,RUS,21.12.61,1,Zürich,19.08.1992
417,3:58.72,Maryam Yusuf Jamal,BRN,16.09.84,1,Athínai,13.07.2009
417,3:58.72,Abeba Aregawi,SWE,05.07.90,1,Shanghai,18.05.2014
419,3:58.74,Yan Wei,CHN,04.10.73,4h1,Shanghai,17.10.1997
419,3:58.74,Patrícia Silva,POR,09.12.99,7,Paris,28.06.2026
421,3:58.75,Maryam Yusuf Jamal,BRN,16.09.84,1,Osaka,02.09.2007
422,3:58.76,Svetlana Ulmasova,UZB,04.02.53,2,Podolsk,22.08.1982
422,3:58.76,Heather MacLean,USA,31.08.95,5,Bruxelles,02.09.2022
424,3:58.77,Adelle Tracey,JAM,27.05.93,7s2,Budapest,20.08.2023
425,3:58.78,Gabriela Szabo,ROU,14.11.75,1,Zürich,16.08.2002
426,3:58.79,Süreyya Ayhan-Kop,TUR,06.09.78,1,München,11.08.2002
426,3:58.79,Gelete Burka,ETH,23.01.86,1,Hengelo,01.06.2009
428,3:58.80,Paula Ivan,ROU,20.07.63,1,Verona,27.07.1988
428,3:58.80,Axumawit Embaye,ETH,18.10.94,3,Rabat,05.06.2022
430,3:58.81,Gabriela Szabo,ROU,14.11.75,2,München,11.08.2002
430,3:58.81,Jessica Hull,AUS,22.10.96,4s1,Tokyo,04.08.2021
430,3:58.81,Sarah Billings,AUS,07.03.98,8,Shaoxing,16.05.2026
433,3:58.82,Zamira Zaytseva,UZB,16.02.53,2,Athínai,11.09.1982
434,3:58.83,Maryam Yusuf Jamal,BRN,16.09.84,1,Monaco,28.07.2009
435,3:58.84,Rababe Arafi,MAR,12.01.91,4,Rabat,16.06.2019
435,3:58.84,Gudaf Tsegay,ETH,23.06.97,1h1,Saint-Denis,06.08.2024
435,3:58.84,Linden Hall,AUS,20.06.91,10,Roma,30.08.2024
435,3:58.84,Claudia Hollingsworth,AUS,12.04.05,9,Shaoxing,16.05.2026
439,3:58.85,Sonia O'Sullivan,IRL,28.11.69,1,Monaco,25.07.1995
439,3:58.85,Sinclaire Johnson,USA,13.04.98,4,Eugene,28.05.2022
441,3:58.88+,Helen Obiri,KEN,13.12.89,2,London,22.07.2018
441,3:58.88+,Elise Cranny,USA,09.05.96,6,Monaco,21.07.2023
441,3:58.88,Laura Muir,GBR,09.05.93,2,Stockholm,02.06.2024
444,3:58.89,Tamara Sorokina,RUS,15.08.50,1,Leningrad,26.07.1981
444,3:58.89,Helen Obiri,KEN,13.12.89,3,Saint-Denis,05.07.2014
444,3:58.89,Heather MacLean,USA,31.08.95,2,Monaco,10.08.2022
447,3:58.9,Tatyana Pozdnyakova,UKR,04.03.56,1,Ryazan,12.08.1984
448,3:58.91,Laura Muir,GBR,09.05.93,2h1,Saint-Denis,06.08.2024
448,3:58.91,Dorcus Ewoi,KEN,02.10.96,4,Xiamen,23.05.2026
450,3:58.92,Mary Slaney,USA,04.08.58,1,Indianapolis,23.07.1988
450,3:58.92,Konstanze Klosterhalfen,GER,18.02.97,1,Berlin,27.08.2017
452,3:58.93,Maryam Yusuf Jamal,BRN,16.09.84,1,Rieti,29.08.2010
452,3:58.93,Diribe Welteji,ETH,13.05.02,2,Hengelo,08.06.2021
452,3:58.93,Gabriela DeBues-Stafford,CAN,13.09.95,5,Tokyo,06.08.2021
455,3:58.94,Tatyana Kazankina,RUS,17.12.51,1,Roma,05.08.1980
455,3:58.94,Shelby Houlihan,USA,08.02.93,2,Bruxelles,31.08.2018
457,3:58.95,Svetlana Masterkova,RUS,17.01.68,1,Bruxelles,28.08.1998
457,3:58.95,Georgia Hunter Bell,GBR,17.10.93,7,Bruxelles,14.09.2024
459,3:58.96,Maryam Yusuf Jamal,BRN,16.09.84,1,Stockholm,25.07.2006
459,3:58.96,Nelly Chepchirchir,KEN,04.06.03,2,Hengelo,04.06.2023
459,3:58.96,Linden Hall,AUS,20.06.91,2,Bydgoszcz,20.06.2024
459,3:58.96,Linden Hall,AUS,20.06.91,10,Shaoxing,16.05.2026
463,3:58.97,Wang Qingfen,CHN,27.03.73,7h2,Shanghai,17.10.1997
463,3:58.97,Jessica Hull,AUS,22.10.96,5,Xiamen,23.05.2026
465,3:58.98,Nigist Getachew,ETH,28.02.02,11,Paris,07.07.2024
466,3:59.0,Natalia Marasescu,ROU,03.10.52,1,Viareggio,08.08.1979
466,3:59.0,Maryam Yusuf Jamal,BRN,16.09.84,1,Athínai,02.07.2007
468,3:59.01,Giana Romanova,RUS,10.03.55,1,Praha,03.09.1978
468,3:59.01,Linden Hall,AUS,20.06.91,6,Tokyo,06.08.2021
468,3:59.01,Susan Ejore-Sanders,KEN,09.11.95,3h1,Saint-Denis,06.08.2024
471,3:59.02,Gabriella Dorio,ITA,27.06.57,3,Athínai,11.09.1982
471,3:59.02,Kutre Dulecha,ETH,22.08.78,2,Monaco,18.08.2000
471,3:59.02,Axumawit Embaye,ETH,18.10.94,5,Rabat,16.06.2019
471,3:59.02,Konstanze Klosterhalfen,GER,18.02.97,2,Zürich,29.08.2019
471,3:59.02,Marta Pérez,ESP,19.04.93,10,Chorzów,16.08.2025
476,3:59.04,Süreyya Ayhan-Kop,TUR,06.09.78,2,Saint-Denis,31.08.2003
476,3:59.04,Faith Kipyegon,KEN,10.01.94,1,Palo Alto,30.06.2019
476,3:59.04,Georgia Griffith,AUS,05.12.96,6,Xiamen,20.04.2024
479,3:59.05,Natalya Yevdokimova,RUS,17.03.78,4,Athínai,28.08.2004
479,3:59.05,Tatyana Tomashova,RUS,01.07.75,3,Rieti,28.08.2005
479,3:59.05,Faith Kipyegon,KEN,10.01.94,1,Ostrava,08.09.2020
482,3:59.06,Shelby Houlihan,USA,08.02.93,1,Eugene,26.05.2018
482,3:59.06,Elise Cranny,USA,09.05.96,3,Monaco,10.08.2022
482,3:59.06,Habitam Alemu,ETH,09.07.97,7,Xiamen,20.04.2024
482,3:59.06,Sarah Madeleiene,FRA,20.09.98,9,Paris,20.06.2025
486,3:59.07,Gudaf Tsegay,ETH,23.06.97,4,Lausanne,05.07.2018
487,3:59.08,Agathe Guillemot,FRA,11.07.99,9,Saint-Denis,10.08.2024
488,3:59.09+,Gudaf Tsegay,ETH,23.06.97,3,London,22.07.2018
489,3:59.10,Ravilya Agletdinova,BLR,10.02.60,1r1,Leningrad,02.08.1985
489,3:59.10,Sonia O'Sullivan,IRL,28.11.69,1,Nice,18.07.1994
489,3:59.10,Suzy Favor Hamilton,USA,08.08.68,2,Zürich,16.08.2002
489,3:59.10,Daniela Yordanova,BUL,08.03.76,5,Athínai,28.08.2004
493,3:59.12,Tatyana Kazankina,RUS,17.12.51,1h1,Moskva,30.07.1980
493,3:59.12,Nouria Mérah-Benida,ALG,19.10.70,3,Monaco,18.08.2000
493,3:59.12+,Sifan Hassan,NED,01.01.93,1,Bruxelles,11.09.2015
496,3:59.13,Maryam Yusuf Jamal,BRN,16.09.84,1,Athínai,14.06.2005
496,3:59.13,Marta Pérez,ESP,19.04.93,6,Bruxelles,22.08.2025
498,3:59.14,Sarah Healy,IRL,13.02.01,10,Tokyo,16.09.2025
499,3:59.15,Maryam Yusuf Jamal,BRN,16.09.84,1,Zürich,28.08.2009
499,3:59.15,Rababe Arafi,MAR,12.01.91,5,Lausanne,05.07.2018
501,3:59.16,Natalya Artyomova,RUS,05.01.63,1,Zürich,07.08.1991
501,3:59.16,Winny Chebet,KEN,20.12.90,2,Roma,08.06.2017
501,3:59.16+,Marta Zenoni,ITA,09.03.99,3,London,19.07.2025
504,3:59.17,Paula Ivan,ROU,20.07.63,1,Bruxelles,19.08.1988
504,3:59.17,Addison Wiley,USA,24.10.03,8,Bruxelles,08.09.2023
504,3:59.17,Laura Muir,GBR,09.05.93,3,Stockholm,02.06.2024
504,3:59.17,Sarah Healy,IRL,13.02.01,1,Roma,06.06.2025
508,3:59.19,Mary Slaney,USA,04.08.58,1,Eugene,04.06.1984
508,3:59.19,Nozomi Tanaka,JPN,04.09.99,5s1,Tokyo,04.08.2021
508,3:59.19,Diribe Welteji,ETH,13.05.02,1rA,Ostrava,31.05.2022
508,3:59.19,Sinclaire Johnson,USA,13.04.98,9,Bruxelles,08.09.2023
508,3:59.19,Nadia Battocletti,ITA,12.04.00,11,Roma,30.08.2024
508,3:59.19,Birke Haylom,ETH,06.01.06,2,Zagreb,24.05.2025
514,3:59.21,Faith Kipyegon,KEN,10.01.94,4,Saint-Denis,05.07.2014
514,3:59.21,Saron Berhe,ETH,22.08.07,8,Xiamen,20.04.2024
516,3:59.22,Lidia Chojecka,POL,25.01.77,2,Oslo,28.07.2000
516,3:59.22,Faith Kipyegon,KEN,10.01.94,1,Shanghai,13.05.2017
516,3:59.22,Georgia Griffith,AUS,05.12.96,4h1,Saint-Denis,06.08.2024
516,3:59.22,Agathe Guillemot,FRA,11.07.99,5h1,Saint-Denis,06.08.2024
516,3:59.22,Marta Pérez,ESP,19.04.93,2,Budapest,12.08.2025
521,3:59.23+,Paula Ivan,ROU,20.07.63,1,Nice,10.07.1989
